,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,SalePrice
92,1,0,0,0,0,163500
93,0,1,0,0,0,133900
94,1,0,0,0,0,204750
95,1,0,0,0,0,185000
96,1,0,0,0,0,214000
97,1,0,0,0,0,94750
98,1,0,0,0,0,83000
99,1,0,0,0,0,128950
100,1,0,0,0,0,205000
101,1,0,0,0,0,178000
102,0,0,1,0,0,118964
103,1,0,0,0,0,198900
104,1,0,0,0,0,169500
105,1,0,0,0,0,250000
106,1,0,0,0,0,100000
107,1,0,0,0,0,115000
108,1,0,0,0,0,115000
109,1,0,0,0,0,190000
110,1,0,0,0,0,136900
111,1,0,0,0,0,180000
112,1,0,0,0,0,383970
113,1,0,0,0,0,217000
114,1,0,0,0,0,259500
115,0,0,0,0,1,176000
116,1,0,0,0,0,139000
117,1,0,0,0,0,155000
118,1,0,0,0,0,320000
119,1,0,0,0,0,163990
120,1,0,0,0,0,180000
121,1,0,0,0,0,100000
122,1,0,0,0,0,136000
123,0,0,0,0,1,153900
124,1,0,0,0,0,181000
125,0,1,0,0,0,84500
126,0,0,0,0,1,128000
127,1,0,0,0,0,87000
128,1,0,0,0,0,155000
129,1,0,0,0,0,150000
130,1,0,0,0,0,226000
131,1,0,0,0,0,244000
132,1,0,0,0,0,150750
133,1,0,0,0,0,220000
134,1,0,0,0,0,180000
135,1,0,0,0,0,174000
136,1,0,0,0,0,143000
137,0,0,1,0,0,171000
138,1,0,0,0,0,230000
139,1,0,0,0,0,231500
140,1,0,0,0,0,115000
141,1,0,0,0,0,260000
142,1,0,0,0,0,166000
143,1,0,0,0,0,204000
144,0,0,1,0,0,125000
145,0,0,0,1,0,130000
146,1,0,0,0,0,105000
147,1,0,0,0,0,222500
148,1,0,0,0,0,141000
149,1,0,0,0,0,115000
150,1,0,0,0,0,122000
151,1,0,0,0,0,372402
152,1,0,0,0,0,190000
153,1,0,0,0,0,235000
154,1,0,0,0,0,125000
155,1,0,0,0,0,79000
156,1,0,0,0,0,109500
157,1,0,0,0,0,269500
158,1,0,0,0,0,254900
159,1,0,0,0,0,320000
160,1,0,0,0,0,162500
161,1,0,0,0,0,412500
162,1,0,0,0,0,220000
163,1,0,0,0,0,103200
164,1,0,0,0,0,152000
165,0,1,0,0,0,127500
166,1,0,0,0,0,190000
167,1,0,0,0,0,325624
168,1,0,0,0,0,183500
169,1,0,0,0,0,228000
170,1,0,0,0,0,128500
171,1,0,0,0,0,215000
172,0,0,0,0,1,239000
173,1,0,0,0,0,163000
174,1,0,0,0,0,184000
175,1,0,0,0,0,243000
176,1,0,0,0,0,211000
177,1,0,0,0,0,172500
178,1,0,0,0,0,501837
179,1,0,0,0,0,100000
180,0,0,0,1,0,177000
181,1,0,0,0,0,200100
182,1,0,0,0,0,120000
183,1,0,0,0,0,200000
184,1,0,0,0,0,127000
185,1,0,0,0,0,475000
186,1,0,0,0,0,173000
187,1,0,0,0,0,135000
188,0,0,1,0,0,153337
189,0,0,0,0,1,286000
190,1,0,0,0,0,315000
191,1,0,0,0,0,184000
192,1,0,0,0,0,192000
193,0,0,0,1,0,130000
194,1,0,0,0,0,127000
195,0,0,0,1,0,148500
196,1,0,0,0,0,311872
197,1,0,0,0,0,235000
198,1,0,0,0,0,104000
199,1,0,0,0,0,274900
200,1,0,0,0,0,140000
201,1,0,0,0,0,171500
202,1,0,0,0,0,112000
203,0,0,0,0,1,149000
204,1,0,0,0,0,110000
205,1,0,0,0,0,180500
206,1,0,0,0,0,143900
207,1,0,0,0,0,141000
208,1,0,0,0,0,277000
209,1,0,0,0,0,145000
210,1,0,0,0,0,98000
211,1,0,0,0,0,186000
212,1,0,0,0,0,252678
213,1,0,0,0,0,156000
214,1,0,0,0,0,161750
215,1,0,0,0,0,134450
216,1,0,0,0,0,210000
217,1,0,0,0,0,107000
218,1,0,0,0,0,311500
219,0,0,0,0,1,167240
220,1,0,0,0,0,204900
221,1,0,0,0,0,200000
222,1,0,0,0,0,179900
223,1,0,0,0,0,97000
224,1,0,0,0,0,386250
225,0,0,0,1,0,112000
226,1,0,0,0,0,290000
227,0,0,0,1,0,106000
228,1,0,0,0,0,125000
229,0,0,0,0,1,192500
230,1,0,0,0,0,148000
231,1,0,0,0,0,403000
232,0,0,0,1,0,94500
233,1,0,0,0,0,128200
234,1,0,0,0,0,216500
235,0,0,0,0,1,89500
236,1,0,0,0,0,185500
237,1,0,0,0,0,194500
238,1,0,0,0,0,318000
239,1,0,0,0,0,113000
240,1,0,0,0,0,262500
241,1,0,0,0,0,110500
242,1,0,0,0,0,79000
243,0,0,0,0,1,120000
244,1,0,0,0,0,205000
245,1,0,0,0,0,241500
246,0,1,0,0,0,137000
247,1,0,0,0,0,140000
248,1,0,0,0,0,180000
249,1,0,0,0,0,277000
250,1,0,0,0,0,76500
251,0,0,0,0,1,235000
252,1,0,0,0,0,173000
253,1,0,0,0,0,158000
254,1,0,0,0,0,145000
255,1,0,0,0,0,230000
256,1,0,0,0,0,207500
257,1,0,0,0,0,220000
258,1,0,0,0,0,231500
259,1,0,0,0,0,97000
260,1,0,0,0,0,176000
261,1,0,0,0,0,276000
262,1,0,0,0,0,151000
263,1,0,0,0,0,130000
264,1,0,0,0,0,73000
265,1,0,0,0,0,175500
266,1,0,0,0,0,185000
267,1,0,0,0,0,179500
268,1,0,0,0,0,120500
269,1,0,0,0,0,148000
270,1,0,0,0,0,266000
271,1,0,0,0,0,241500
272,1,0,0,0,0,290000
273,1,0,0,0,0,139000
274,1,0,0,0,0,124500
275,1,0,0,0,0,205000
276,1,0,0,0,0,201000
277,1,0,0,0,0,141000
278,1,0,0,0,0,415298
279,1,0,0,0,0,192000
280,1,0,0,0,0,228500
281,1,0,0,0,0,185000
282,0,0,0,1,0,207500
283,1,0,0,0,0,244600
284,0,0,0,0,1,179200
285,0,0,0,0,1,164700
286,1,0,0,0,0,159000
287,1,0,0,0,0,88000
288,1,0,0,0,0,122000
289,1,0,0,0,0,153575
290,1,0,0,0,0,233230
291,0,1,0,0,0,135900
292,1,0,0,0,0,131000
293,1,0,0,0,0,235000
294,1,0,0,0,0,167000
295,1,0,0,0,0,142500
296,1,0,0,0,0,152000
297,1,0,0,0,0,239000
298,1,0,0,0,0,175000
299,1,0,0,0,0,158500
300,0,1,0,0,0,157000
301,1,0,0,0,0,267000
302,1,0,0,0,0,205000
303,1,0,0,0,0,149900
304,1,0,0,0,0,295000
305,1,0,0,0,0,305900
306,1,0,0,0,0,225000
307,1,0,0,0,0,89500
308,1,0,0,0,0,82500
309,1,0,0,0,0,360000
310,1,0,0,0,0,165600
311,1,0,0,0,0,132000
312,0,1,0,0,0,119900
313,1,0,0,0,0,375000
314,1,0,0,0,0,178000
315,1,0,0,0,0,188500
316,1,0,0,0,0,260000
317,1,0,0,0,0,270000
318,1,0,0,0,0,260000
319,1,0,0,0,0,187500
320,1,0,0,0,0,342643
321,1,0,0,0,0,354000
322,1,0,0,0,0,301000
323,1,0,0,0,0,126175
324,1,0,0,0,0,242000
325,1,0,0,0,0,87000
326,0,0,0,0,1,324000
327,1,0,0,0,0,145250
328,1,0,0,0,0,214500
329,1,0,0,0,0,78000
330,0,0,1,0,0,119000
331,1,0,0,0,0,139000
332,1,0,0,0,0,284000
333,0,0,0,0,1,207000
334,1,0,0,0,0,192000
335,0,1,0,0,0,228950
336,1,0,0,0,0,377426
337,1,0,0,0,0,214000
338,1,0,0,0,0,202500
339,1,0,0,0,0,155000
340,1,0,0,0,0,202900
341,1,0,0,0,0,82000
342,0,0,1,0,0,87500
343,0,0,0,0,1,266000
344,0,0,0,0,1,85000
345,1,0,0,0,0,140200
346,1,0,0,0,0,151500
347,1,0,0,0,0,157500
348,0,0,0,1,0,154000
349,1,0,0,0,0,437154
350,0,0,0,0,1,318061
351,1,0,0,0,0,190000
352,1,0,0,0,0,95000
353,1,0,0,0,0,105900
354,1,0,0,0,0,140000
355,1,0,0,0,0,177500
356,1,0,0,0,0,173000
357,0,0,0,0,1,134000
358,1,0,0,0,0,130000
359,1,0,0,0,0,280000
360,1,0,0,0,0,156000
361,1,0,0,0,0,145000
362,1,0,0,0,0,198500
363,0,0,0,1,0,118000
364,1,0,0,0,0,190000
365,1,0,0,0,0,147000
366,1,0,0,0,0,159000
367,1,0,0,0,0,165000
368,1,0,0,0,0,132000
369,1,0,0,0,0,162000
370,1,0,0,0,0,172400
371,1,0,0,0,0,134432
372,0,0,0,0,1,125000
373,1,0,0,0,0,123000
374,1,0,0,0,0,219500
375,1,0,0,0,0,61000
376,1,0,0,0,0,148000
377,1,0,0,0,0,340000
378,1,0,0,0,0,394432
379,1,0,0,0,0,179000
380,1,0,0,0,0,127000
381,1,0,0,0,0,187750
382,1,0,0,0,0,213500
383,1,0,0,0,0,76000
384,1,0,0,0,0,240000
385,0,0,0,0,1,192000
386,1,0,0,0,0,81000
387,1,0,0,0,0,125000
388,1,0,0,0,0,191000
389,1,0,0,0,0,426000
390,1,0,0,0,0,119000
391,1,0,0,0,0,215000
392,1,0,0,0,0,106500
393,1,0,0,0,0,100000
394,1,0,0,0,0,109000
395,1,0,0,0,0,129000
396,1,0,0,0,0,123000
397,1,0,0,0,0,169500
398,1,0,0,0,0,67000
399,1,0,0,0,0,241000
400,0,0,0,0,1,245500
401,1,0,0,0,0,164990
402,1,0,0,0,0,108000
403,1,0,0,0,0,258000
404,1,0,0,0,0,168000
405,1,0,0,0,0,150000
406,1,0,0,0,0,115000
407,1,0,0,0,0,177000
408,1,0,0,0,0,280000
409,1,0,0,0,0,339750
410,1,0,0,0,0,60000
411,0,1,0,0,0,145000
412,1,0,0,0,0,222000
413,1,0,0,0,0,115000
414,1,0,0,0,0,228000
415,1,0,0,0,0,181134
416,1,0,0,0,0,149500
417,1,0,0,0,0,239000
418,1,0,0,0,0,126000
419,1,0,0,0,0,142000
420,0,0,1,0,0,206300
421,1,0,0,0,0,215000
422,1,0,0,0,0,113000
423,1,0,0,0,0,315000
424,1,0,0,0,0,139000
425,1,0,0,0,0,135000
426,1,0,0,0,0,275000
427,1,0,0,0,0,109008
428,1,0,0,0,0,195400
429,1,0,0,0,0,175000
430,0,0,0,1,0,85400
431,1,0,0,0,0,79900
432,0,0,0,0,1,122500
433,1,0,0,0,0,181000
434,0,0,0,1,0,81000
435,1,0,0,0,0,212000
436,1,0,0,0,0,116000
437,1,0,0,0,0,119000
438,1,0,0,0,0,90350
439,1,0,0,0,0,110000
440,1,0,0,0,0,555000
441,0,0,1,0,0,118000
442,1,0,0,0,0,162900
443,0,0,0,0,1,172500
444,1,0,0,0,0,210000
445,1,0,0,0,0,127500
446,1,0,0,0,0,190000
447,1,0,0,0,0,199900
448,1,0,0,0,0,119500
449,1,0,0,0,0,120000
450,1,0,0,0,0,110000
451,1,0,0,0,0,280000
452,1,0,0,0,0,204000
453,1,0,0,0,0,210000
454,0,0,1,0,0,188000
455,1,0,0,0,0,175500
456,1,0,0,0,0,98000
457,1,0,0,0,0,256000
458,1,0,0,0,0,161000
459,1,0,0,0,0,110000
460,1,0,0,0,0,263435
461,1,0,0,0,0,155000
462,1,0,0,0,0,62383
463,1,0,0,0,0,188700
464,1,0,0,0,0,124000
465,0,0,0,0,1,178740
466,1,0,0,0,0,167000
467,1,0,0,0,0,146500
468,1,0,0,0,0,250000
469,1,0,0,0,0,187000
470,0,0,0,0,1,212000
471,1,0,0,0,0,190000
472,0,0,0,0,1,148000
473,1,0,0,0,0,440000
474,0,0,0,0,1,251000
475,1,0,0,0,0,132500
476,1,0,0,0,0,208900
477,1,0,0,0,0,380000
478,1,0,0,0,0,297000
479,1,0,0,0,0,89471
480,1,0,0,0,0,326000
481,1,0,0,0,0,374000
482,1,0,0,0,0,155000
483,0,0,0,1,0,164000
484,1,0,0,0,0,132500
485,1,0,0,0,0,147000
486,1,0,0,0,0,156000
487,1,0,0,0,0,175000
488,0,1,0,0,0,160000
489,0,0,0,1,0,86000
490,0,0,0,0,1,115000
491,1,0,0,0,0,133000
492,1,0,0,0,0,172785
493,1,0,0,0,0,155000
494,1,0,0,0,0,91300
495,1,0,0,0,0,34900
496,1,0,0,0,0,430000
497,1,0,0,0,0,184000
498,1,0,0,0,0,130000
499,1,0,0,0,0,120000
500,0,0,0,1,0,113000
501,1,0,0,0,0,226700
502,1,0,0,0,0,140000
503,1,0,0,0,0,289000
504,0,0,0,0,1,147000
505,0,0,1,0,0,124500
506,1,0,0,0,0,215000
507,1,0,0,0,0,208300
508,1,0,0,0,0,161000
509,1,0,0,0,0,124500
510,1,0,0,0,0,164900
511,0,0,0,0,1,202665
512,1,0,0,0,0,129900
513,1,0,0,0,0,134000
514,1,0,0,0,0,96500
515,1,0,0,0,0,402861
516,1,0,0,0,0,158000
517,1,0,0,0,0,265000
518,1,0,0,0,0,211000
519,1,0,0,0,0,234000
520,0,1,0,0,0,106250
521,1,0,0,0,0,150000
522,1,0,0,0,0,159000
523,1,0,0,0,0,184750
524,1,0,0,0,0,315750
525,1,0,0,0,0,176000
526,1,0,0,0,0,132000
527,1,0,0,0,0,446261
528,1,0,0,0,0,86000
529,1,0,0,0,0,200624
530,1,0,0,0,0,175000
531,1,0,0,0,0,128000
532,1,0,0,0,0,107500
533,1,0,0,0,0,39300
534,1,0,0,0,0,178000
535,0,1,0,0,0,107500
536,1,0,0,0,0,188000
537,1,0,0,0,0,111250
538,1,0,0,0,0,158000
539,1,0,0,0,0,272000
540,1,0,0,0,0,315000
541,1,0,0,0,0,248000
542,1,0,0,0,0,213250
543,0,0,0,0,1,133000
544,1,0,0,0,0,179665
545,1,0,0,0,0,229000
546,1,0,0,0,0,210000
547,1,0,0,0,0,129500
548,1,0,0,0,0,125000
549,1,0,0,0,0,263000
550,0,0,0,0,1,140000
551,1,0,0,0,0,112500
552,1,0,0,0,0,255500
553,1,0,0,0,0,108000
554,1,0,0,0,0,284000
555,1,0,0,0,0,113000
556,1,0,0,0,0,141000
557,1,0,0,0,0,108000
558,1,0,0,0,0,175000
559,0,0,0,0,1,234000
560,1,0,0,0,0,121500
561,1,0,0,0,0,170000
562,1,0,0,0,0,108000
563,1,0,0,0,0,185000
564,1,0,0,0,0,268000
565,1,0,0,0,0,128000
566,1,0,0,0,0,325000
567,1,0,0,0,0,214000
568,1,0,0,0,0,316600
569,0,0,1,0,0,135960
570,0,0,1,0,0,142600
571,1,0,0,0,0,120000
572,1,0,0,0,0,224500
573,1,0,0,0,0,170000
574,1,0,0,0,0,139000
575,1,0,0,0,0,118500
576,1,0,0,0,0,145000
577,1,0,0,0,0,164500
578,0,0,0,0,1,146000
579,1,0,0,0,0,131500
580,1,0,0,0,0,181900
581,1,0,0,0,0,253293
582,0,0,1,0,0,118500
583,1,0,0,0,0,325000
584,1,0,0,0,0,133000
585,1,0,0,0,0,369900
586,1,0,0,0,0,130000
587,1,0,0,0,0,137000
588,1,0,0,0,0,143000
589,1,0,0,0,0,79500
590,1,0,0,0,0,185900
591,1,0,0,0,0,451950
592,1,0,0,0,0,138000
593,0,0,0,0,1,140000
594,1,0,0,0,0,110000
595,1,0,0,0,0,319000
596,1,0,0,0,0,114504
597,0,0,0,0,1,194201
598,1,0,0,0,0,217500
599,0,0,0,1,0,151000
600,1,0,0,0,0,275000
601,1,0,0,0,0,141000
602,1,0,0,0,0,220000
603,0,0,0,0,1,151000
604,1,0,0,0,0,221000
605,1,0,0,0,0,205000
606,1,0,0,0,0,152000
607,1,0,0,0,0,225000
608,1,0,0,0,0,359100
609,1,0,0,0,0,118500
610,1,0,0,0,0,313000
611,1,0,0,0,0,148000
612,1,0,0,0,0,261500
613,1,0,0,0,0,147000
614,0,0,0,0,1,75500
615,1,0,0,0,0,137500
616,1,0,0,0,0,183200
617,1,0,0,0,0,105500
618,1,0,0,0,0,314813
619,1,0,0,0,0,305000
620,1,0,0,0,0,67000
621,1,0,0,0,0,240000
622,1,0,0,0,0,135000
623,0,0,0,0,1,168500
624,1,0,0,0,0,165150
625,1,0,0,0,0,160000
626,1,0,0,0,0,139900
627,1,0,0,0,0,153000
628,1,0,0,0,0,135000
629,1,0,0,0,0,168500
630,1,0,0,0,0,124000
631,0,0,0,1,0,209500
632,1,0,0,0,0,82500
633,1,0,0,0,0,139400
634,0,0,1,0,0,144000
635,0,1,0,0,0,200000
636,1,0,0,0,0,60000
637,0,1,0,0,0,93000
638,1,0,0,0,0,85000
639,0,0,0,0,1,264561
640,0,0,0,0,1,274000
641,1,0,0,0,0,226000
642,1,0,0,0,0,345000
643,1,0,0,0,0,152000
644,1,0,0,0,0,370878
645,1,0,0,0,0,143250
646,1,0,0,0,0,98300
647,1,0,0,0,0,155000
648,1,0,0,0,0,155000
649,0,0,0,1,0,84500
650,1,0,0,0,0,205950
651,1,0,0,0,0,108000
652,1,0,0,0,0,191000
653,1,0,0,0,0,135000
654,1,0,0,0,0,350000
655,0,0,0,1,0,88000
656,1,0,0,0,0,145500
657,1,0,0,0,0,149000
658,1,0,0,0,0,97500
659,1,0,0,0,0,167000
660,1,0,0,0,0,197900
661,1,0,0,0,0,402000
662,1,0,0,0,0,110000
663,1,0,0,0,0,137500
664,1,0,0,0,0,423000
665,1,0,0,0,0,230500
666,1,0,0,0,0,129000
667,1,0,0,0,0,193500
668,1,0,0,0,0,168000
669,1,0,0,0,0,137500
670,1,0,0,0,0,173500
671,1,0,0,0,0,103600
672,1,0,0,0,0,165000
673,1,0,0,0,0,257500
674,1,0,0,0,0,140000
675,0,0,0,1,0,148500
676,1,0,0,0,0,87000
677,1,0,0,0,0,109500
678,1,0,0,0,0,372500
679,1,0,0,0,0,128500
680,0,0,0,0,1,143000
681,1,0,0,0,0,159434
682,1,0,0,0,0,173000
683,1,0,0,0,0,285000
684,1,0,0,0,0,221000
685,0,0,0,0,1,207500
686,1,0,0,0,0,227875
687,0,0,0,0,1,148800
688,1,0,0,0,0,392000
689,0,0,0,0,1,194700
690,0,0,0,0,1,141000
691,1,0,0,0,0,755000
692,1,0,0,0,0,335000
693,1,0,0,0,0,108480
694,1,0,0,0,0,141500
695,1,0,0,0,0,176000
696,1,0,0,0,0,89000
697,1,0,0,0,0,123500
698,1,0,0,0,0,138500
699,0,0,0,0,1,196000
700,1,0,0,0,0,312500
701,1,0,0,0,0,140000
702,1,0,0,0,0,361919
703,0,1,0,0,0,140000
704,1,0,0,0,0,213000
705,0,1,0,0,0,55000
706,1,0,0,0,0,302000
707,0,0,0,0,1,254000
708,1,0,0,0,0,179540
709,1,0,0,0,0,109900
710,1,0,0,0,0,52000
711,1,0,0,0,0,102776
712,0,0,0,0,1,189000
713,0,1,0,0,0,129000
714,1,0,0,0,0,130500
715,1,0,0,0,0,165000
716,1,0,0,0,0,159500
717,1,0,0,0,0,157000
718,1,0,0,0,0,341000
719,1,0,0,0,0,128500
720,1,0,0,0,0,275000
721,0,0,0,0,1,143000
722,1,0,0,0,0,124500
723,1,0,0,0,0,135000
724,1,0,0,0,0,320000
725,1,0,0,0,0,120500
726,1,0,0,0,0,222000
727,1,0,0,0,0,194500
728,0,0,1,0,0,110000
729,1,0,0,0,0,103000
730,0,0,0,0,1,236500
731,1,0,0,0,0,187500
732,1,0,0,0,0,222500
733,1,0,0,0,0,131400
734,1,0,0,0,0,108000
735,1,0,0,0,0,163000
736,0,0,1,0,0,93500
737,1,0,0,0,0,239900
738,0,0,1,0,0,179000
739,1,0,0,0,0,190000
740,1,0,0,0,0,132000
741,1,0,0,0,0,142000
742,1,0,0,0,0,179000
743,1,0,0,0,0,175000
744,0,0,0,0,1,180000
745,1,0,0,0,0,299800
746,1,0,0,0,0,236000
747,1,0,0,0,0,265979
748,1,0,0,0,0,260400
749,1,0,0,0,0,98000
750,1,0,0,0,0,96500
751,1,0,0,0,0,162000
752,1,0,0,0,0,217000
753,1,0,0,0,0,275500
754,1,0,0,0,0,156000
755,0,0,0,0,1,172500
756,1,0,0,0,0,212000
757,1,0,0,0,0,158900
758,0,0,0,1,0,179400
759,1,0,0,0,0,290000
760,1,0,0,0,0,127500
761,1,0,0,0,0,100000
762,1,0,0,0,0,215200
763,1,0,0,0,0,337000
764,0,0,0,0,1,270000
765,1,0,0,0,0,264132
766,1,0,0,0,0,196500
767,1,0,0,0,0,160000
768,1,0,0,0,0,216837
769,1,0,0,0,0,538000
770,1,0,0,0,0,134900
771,1,0,0,0,0,102000
772,1,0,0,0,0,107000
773,1,0,0,0,0,114500
774,1,0,0,0,0,395000
775,0,0,0,0,1,162000
776,1,0,0,0,0,221500
777,1,0,0,0,0,142500
778,0,0,1,0,0,144000
779,0,0,1,0,0,135000
780,1,0,0,0,0,176000
781,1,0,0,0,0,175900
782,1,0,0,0,0,187100
783,1,0,0,0,0,165500
784,1,0,0,0,0,128000
785,1,0,0,0,0,161500
786,1,0,0,0,0,139000
787,1,0,0,0,0,233000
788,1,0,0,0,0,107900
789,1,0,0,0,0,187500
790,0,0,0,0,1,160200
791,1,0,0,0,0,146800
792,1,0,0,0,0,269790
793,1,0,0,0,0,225000
794,1,0,0,0,0,194500
795,1,0,0,0,0,171000
796,1,0,0,0,0,143500
797,1,0,0,0,0,110000
798,1,0,0,0,0,485000
799,1,0,0,0,0,175000
800,1,0,0,0,0,200000
801,1,0,0,0,0,109900
802,1,0,0,0,0,189000
803,1,0,0,0,0,582933
804,1,0,0,0,0,118000
805,1,0,0,0,0,227680
806,1,0,0,0,0,135500
807,1,0,0,0,0,223500
808,1,0,0,0,0,159950
809,1,0,0,0,0,106000
810,1,0,0,0,0,181000
811,0,0,0,0,1,144500
812,1,0,0,0,0,55993
813,1,0,0,0,0,157900
814,1,0,0,0,0,116000
815,1,0,0,0,0,224900
816,1,0,0,0,0,137000
817,1,0,0,0,0,271000
818,1,0,0,0,0,155000
819,0,0,0,0,1,224000
820,1,0,0,0,0,183000
821,0,1,0,0,0,93000
822,1,0,0,0,0,225000
823,1,0,0,0,0,139500
824,1,0,0,0,0,232600
825,1,0,0,0,0,385000
826,1,0,0,0,0,109500
827,1,0,0,0,0,189000
828,1,0,0,0,0,185000
829,0,0,0,1,0,147400
830,1,0,0,0,0,166000
831,0,0,0,0,1,151000
832,1,0,0,0,0,237000
833,1,0,0,0,0,167000
834,1,0,0,0,0,139950
835,1,0,0,0,0,128000
836,1,0,0,0,0,153500
837,0,0,0,1,0,100000
838,1,0,0,0,0,144000
839,1,0,0,0,0,130500
840,1,0,0,0,0,140000
841,1,0,0,0,0,157500
842,1,0,0,0,0,174900
843,0,0,1,0,0,141000
844,1,0,0,0,0,153900
845,1,0,0,0,0,171000
846,1,0,0,0,0,213000
847,1,0,0,0,0,133500
848,1,0,0,0,0,240000
849,1,0,0,0,0,187000
850,0,0,0,0,1,131500
851,0,0,0,0,1,215000
852,1,0,0,0,0,164000
853,1,0,0,0,0,158000
854,1,0,0,0,0,170000
855,1,0,0,0,0,127000
856,1,0,0,0,0,147000
857,1,0,0,0,0,174000
858,1,0,0,0,0,152000
859,1,0,0,0,0,250000
860,1,0,0,0,0,189950
861,0,1,0,0,0,131500
862,1,0,0,0,0,152000
863,1,0,0,0,0,132500
864,1,0,0,0,0,250580
865,1,0,0,0,0,148500
866,1,0,0,0,0,248900
867,1,0,0,0,0,129000
868,1,0,0,0,0,169000
869,1,0,0,0,0,236000
870,1,0,0,0,0,109500
871,1,0,0,0,0,200500
872,1,0,0,0,0,116000
873,1,0,0,0,0,133000
874,1,0,0,0,0,66500
875,1,0,0,0,0,303477
876,1,0,0,0,0,132250
877,1,0,0,0,0,350000
878,1,0,0,0,0,148000
879,1,0,0,0,0,136500
880,1,0,0,0,0,157000
881,1,0,0,0,0,187500
882,1,0,0,0,0,178000
883,1,0,0,0,0,118500
884,1,0,0,0,0,100000
885,0,0,0,0,1,328900
886,0,0,1,0,0,145000
887,1,0,0,0,0,135500
888,1,0,0,0,0,268000
889,1,0,0,0,0,149500
890,1,0,0,0,0,122900
891,1,0,0,0,0,172500
892,1,0,0,0,0,154500
893,1,0,0,0,0,165000
894,0,0,1,0,0,118858
895,1,0,0,0,0,140000
896,1,0,0,0,0,106500
897,0,0,1,0,0,142953
898,1,0,0,0,0,611657
899,1,0,0,0,0,135000
900,1,0,0,0,0,110000
901,1,0,0,0,0,153000
902,1,0,0,0,0,180000
903,1,0,0,0,0,240000
904,1,0,0,0,0,125500
905,1,0,0,0,0,128000
906,1,0,0,0,0,255000
907,1,0,0,0,0,250000
908,1,0,0,0,0,131000
909,1,0,0,0,0,174000
910,0,0,1,0,0,154300
911,1,0,0,0,0,143500
912,1,0,0,0,0,88000
913,0,0,1,0,0,145000
914,0,0,0,0,1,173733
915,0,0,0,1,0,75000
916,1,0,0,0,0,35311
917,1,0,0,0,0,135000
918,1,0,0,0,0,238000
919,1,0,0,0,0,176500
920,1,0,0,0,0,201000
921,0,0,1,0,0,145900
922,1,0,0,0,0,169990
923,0,0,0,0,1,193000
924,1,0,0,0,0,207500
